ID;VALUE;TIMESTAMP
0;-0.001526;126938
1;0.002289;126939
2;-0.002289;126940
3;-0.008392;126941
4;0.000763;126942
5;-0.003052;126943
6;-0.003815;126944
7;-0.005341;126945
8;-0.007629;126946
9;0.003815;126947
10;-0.001526;126948
11;0.003815;126949
12;-0.001526;126950
13;-0.004578;126951
14;-0.006104;126952
15;-0.001526;126953
16;0.000000;126954
17;-0.001526;126955
18;-0.001526;126956
19;-0.001526;126957
20;-0.002289;126958
21;0.002289;126959
22;-0.001526;126960
23;0.001526;126961
24;-0.003052;126962
25;-0.003052;126963
26;0.003815;126964
27;0.003815;126965
28;-0.001526;126966
29;-0.001526;126967
30;0.000000;126968
31;-0.001526;126969
32;0.003815;126970
33;0.001526;126971
34;0.001526;126972
35;0.000763;126973
36;-0.003052;126974
37;0.000000;126975
38;0.003052;126976
39;-0.005341;126977
40;-0.002289;126978
41;-0.001526;126979
42;-0.006104;126980
43;0.003815;126981
44;0.000763;126982
45;-0.001526;126983
46;-0.006104;126984
47;-0.006104;126985
48;0.005341;126986
49;-0.001526;126987
50;0.002289;126988
51;-0.004578;126989
52;-0.005341;126990
53;0.000763;126991
54;-0.001526;126992
55;-0.001526;126993
56;0.000763;126994
57;-0.003815;126995
58;-0.008392;126996
59;-0.003052;126997
60;0.003815;126998
61;-0.001526;126999
62;-0.003815;127000
63;-0.001526;127001
64;-0.001526;127002
65;-0.001526;127003
66;0.000000;127004
67;0.004578;127005
68;0.001526;127006
69;-0.001526;127007
70;-0.001526;127008
71;0.001526;127009
72;0.009155;127010
73;0.000000;127011
74;-0.001526;127012
75;-0.001526;127013
76;-0.001526;127014
77;0.000000;127015
78;-0.001526;127016
79;-0.003052;127017
80;0.003815;127018
81;0.000000;127019
82;0.004578;127020
83;0.003052;127021
84;0.003052;127022
85;-0.001526;127023
86;0.000763;127024
87;0.000000;127025
88;0.005341;127026
89;0.001526;127027
90;0.005341;127028
91;0.000763;127029
92;-0.003052;127030
93;0.000000;127031
94;0.003052;127032
95;0.000000;127033
96;-0.001526;127034
97;0.001526;127035
98;-0.004578;127036
99;-0.007629;127037
100;0.003052;127038
101;0.003052;127039
102;0.000763;127040
103;-0.005341;127041
104;-0.001526;127042
105;0.001526;127043
106;-0.001526;127044
107;-0.001526;127045
108;-0.001526;127046
109;0.001526;127047
110;0.003815;127048
111;0.003052;127049
112;0.003052;127050
113;-0.001526;127051
114;-0.003815;127052
115;0.007629;127053
116;-0.001526;127054
117;-0.004578;127055
118;-0.001526;127056
119;-0.001526;127057
120;0.000000;127058
121;0.000763;127059
122;0.002289;127060
123;0.001526;127061
124;-0.008392;127062
125;-0.003815;127063
126;-0.001526;127064
127;-0.001526;127065
128;-0.004578;127066
129;-0.001526;127067
130;-0.008392;127068
131;0.001526;127069
132;-0.001526;127070
133;-0.001526;127071
134;0.003052;127072
135;-0.002289;127073
136;-0.002289;127074
137;0.010681;127075
138;0.003815;127076
139;0.001526;127077
140;0.001526;127078
141;0.000000;127079
142;-0.001526;127080
143;0.002289;127081
144;0.000000;127082
145;-0.001526;127083
146;-0.003052;127084
147;-0.004578;127085
148;0.007629;127086
